Benchmark,Size,Solver,Solver Version,Solver Release Year,Status,Termination Condition,Runtime (s),Memory Usage (MB),Objective Value,Max Integrality Violation,Duality Gap,Reported Runtime (s),Timeout,Hostname,Run ID,Timestamp,VM Instance Type,VM Zone,Solver benchmark version,bench-size,solver-version
pypsa-de-elec,42-1h,gurobi,13.0.0,2025,ok,optimal,2028.676402009,19602.984,5749160043.04985,,,1967.40234899521,86400,benchmark-instance-rerun-pypsa-de-elec-04,20260309-rerun-pypsa-de-elec,2026-03-09 09:09:54.538438,c4-standard-8,us-central1-a,3febeb1,pypsa-de-elec-42-1h,gurobi-13.0.0
pypsa-de-elec,42-1h,highs-hipo,1.12.0-hipo,2025,ok,Optimal,11722.8042276,18556.548,5749160043.1,,,11722.8042276,86400,benchmark-instance-rerun-pypsa-de-elec-04,20260309-rerun-pypsa-de-elec,2026-03-09 09:48:01.832482,c4-standard-8,us-central1-a,3febeb1,pypsa-de-elec-42-1h,highs-hipo-1.12.0-hipo
pypsa-de-elec,44-1h,gurobi,13.0.0,2025,ok,optimal,2034.408106167,20855.596,5727328303.78117,,,1966.17437887192,86400,benchmark-instance-rerun-pypsa-de-elec-03,20260309-rerun-pypsa-de-elec,2026-03-09 09:09:31.266124,c4-standard-8,us-central1-a,3febeb1,pypsa-de-elec-44-1h,gurobi-13.0.0
pypsa-de-elec,44-1h,highs-hipo,1.12.0-hipo,2025,ok,Optimal,39463.809106969,20073.136,5727328303.9,,,39463.809106969,86400,benchmark-instance-rerun-pypsa-de-elec-03,20260309-rerun-pypsa-de-elec,2026-03-09 09:48:06.088162,c4-standard-8,us-central1-a,3febeb1,pypsa-de-elec-44-1h,highs-hipo-1.12.0-hipo
pypsa-de-elec,46-1h,gurobi,13.0.0,2025,ok,optimal,2902.884102572,22154.064,5917979974.74595,,,2827.26315307617,86400,benchmark-instance-rerun-pypsa-de-elec-02,20260309-rerun-pypsa-de-elec,2026-03-09 09:10:18.460060,c4-standard-8,us-central1-a,3febeb1,pypsa-de-elec-46-1h,gurobi-13.0.0
pypsa-de-elec,46-1h,highs-hipo,1.12.0-hipo,2025,TO,Timeout,86400,162.956,,,,86400,86400,benchmark-instance-rerun-pypsa-de-elec-02,20260309-rerun-pypsa-de-elec,2026-03-09 10:03:54.383258,c4-standard-8,us-central1-a,3febeb1,pypsa-de-elec-46-1h,highs-hipo-1.12.0-hipo
pypsa-de-elec,48-1h,gurobi,13.0.0,2025,ok,optimal,2725.495404748,22582.436,5848327279.1154,,,2652.4505739212,86400,benchmark-instance-rerun-pypsa-de-elec-01,20260309-rerun-pypsa-de-elec,2026-03-09 09:10:03.583126,c4-standard-8,us-central1-a,3febeb1,pypsa-de-elec-48-1h,gurobi-13.0.0
pypsa-de-elec,48-1h,highs-hipo,1.12.0-hipo,2025,TO,Timeout,86400,162.912,,,,86400,86400,benchmark-instance-rerun-pypsa-de-elec-01,20260309-rerun-pypsa-de-elec,2026-03-09 10:00:10.746105,c4-standard-8,us-central1-a,3febeb1,pypsa-de-elec-48-1h,highs-hipo-1.12.0-hipo
pypsa-de-elec,50-1h,gurobi,13.0.0,2025,ok,optimal,2219.41786044,22753.548,5857734444.7842,,,2148.49488902092,86400,benchmark-instance-rerun-pypsa-de-elec-00,20260309-rerun-pypsa-de-elec,2026-03-09 09:09:17.491815,c4-standard-8,us-central1-a,3febeb1,pypsa-de-elec-50-1h,gurobi-13.0.0
pypsa-de-elec,50-1h,highs-hipo,1.12.0-hipo,2025,ok,Optimal,82444.270975886,22516.952,5857734444.8,,,82444.270975886,86400,benchmark-instance-rerun-pypsa-de-elec-00,20260309-rerun-pypsa-de-elec,2026-03-09 09:50:51.124695,c4-standard-8,us-central1-a,3febeb1,pypsa-de-elec-50-1h,highs-hipo-1.12.0-hipo
