Benchmark,Size,Solver,Solver Version,Solver Release Year,Status,Termination Condition,Runtime (s),Memory Usage (MB),Objective Value,Max Integrality Violation,Duality Gap,Reported Runtime (s),Timeout,Hostname,Run ID,Timestamp,VM Instance Type,VM Zone,Solver benchmark version,source_file
pypsa-de-sec,10-1h,gurobi,12.0.3,2025.0,ok,optimal,3034.276458015,17471.36,80979054873.21349,,,2924.318405151367,86400.0,benchmark-instance-pypsa-de-sec-2-nodes-scaling-comm-05,20260519-pypsa-de-sec-2-nodes-scaling-comm,2026-05-19 09:07:31.004845,c4-highmem-8,us-central1-a,5bdf255,benchmark-instance-pypsa-de-sec-2-nodes-scaling-comm-05-result.csv
pypsa-de-sec,12-1h,gurobi,12.0.3,2025.0,ok,optimal,3849.128472506,21594.5,81317358533.02264,,,3738.9135749340057,86400.0,benchmark-instance-pypsa-de-sec-2-nodes-scaling-comm-04,20260519-pypsa-de-sec-2-nodes-scaling-comm,2026-05-19 09:07:49.295503,c4-highmem-8,us-central1-a,5bdf255,benchmark-instance-pypsa-de-sec-2-nodes-scaling-comm-04-result.csv
pypsa-de-sec,14-1h,gurobi,12.0.3,2025.0,TO,Timeout,86400.0,25681.856,,,,86400.0,86400.0,benchmark-instance-pypsa-de-sec-2-nodes-scaling-comm-03,20260519-pypsa-de-sec-2-nodes-scaling-comm,2026-05-19 09:07:44.785351,c4-highmem-8,us-central1-a,5bdf255,benchmark-instance-pypsa-de-sec-2-nodes-scaling-comm-03-result.csv
pypsa-de-sec,16-1h,gurobi,12.0.3,2025.0,ok,optimal,8425.818834536,30735.452,81179624001.90094,,,8269.615338802338,86400.0,benchmark-instance-pypsa-de-sec-2-nodes-scaling-comm-02,20260519-pypsa-de-sec-2-nodes-scaling-comm,2026-05-19 09:07:05.498242,c4-highmem-8,us-central1-a,5bdf255,benchmark-instance-pypsa-de-sec-2-nodes-scaling-comm-02-result.csv
pypsa-de-sec,18-1h,gurobi,12.0.3,2025.0,ok,optimal,9427.601518542,35111.06,82041908816.75323,,,9242.105520009996,86400.0,benchmark-instance-pypsa-de-sec-2-nodes-scaling-comm-01,20260519-pypsa-de-sec-2-nodes-scaling-comm,2026-05-19 09:08:10.480803,c4-highmem-8,us-central1-a,5bdf255,benchmark-instance-pypsa-de-sec-2-nodes-scaling-comm-01-result.csv
pypsa-de-sec,2-1h,gurobi,12.0.3,2025.0,ok,optimal,175.92564876,4026.056,81991354939.73016,,,158.60687589645386,86400.0,benchmark-instance-pypsa-de-sec-2-nodes-scaling-comm-09,20260519-pypsa-de-sec-2-nodes-scaling-comm,2026-05-19 09:07:18.339745,c4-highmem-8,us-central1-a,5bdf255,benchmark-instance-pypsa-de-sec-2-nodes-scaling-comm-09-result.csv
pypsa-de-sec,20-1h,gurobi,12.0.3,2025.0,ok,optimal,12415.836522898,39582.048,81010407181.47525,,,12202.232421875,86400.0,benchmark-instance-pypsa-de-sec-2-nodes-scaling-comm-00,20260519-pypsa-de-sec-2-nodes-scaling-comm,2026-05-19 09:10:20.245339,c4-highmem-8,us-central1-a,5bdf255,benchmark-instance-pypsa-de-sec-2-nodes-scaling-comm-00-result.csv
pypsa-de-sec,4-1h,gurobi,12.0.3,2025.0,TO,Timeout,86400.0,7478.872,,,,86400.0,86400.0,benchmark-instance-pypsa-de-sec-2-nodes-scaling-comm-08,20260519-pypsa-de-sec-2-nodes-scaling-comm,2026-05-19 09:07:40.227328,c4-highmem-8,us-central1-a,5bdf255,benchmark-instance-pypsa-de-sec-2-nodes-scaling-comm-08-result.csv
pypsa-de-sec,6-1h,gurobi,12.0.3,2025.0,ok,optimal,2718.511145352,10290.176,88087103696.09189,,,2660.9890389442444,86400.0,benchmark-instance-pypsa-de-sec-2-nodes-scaling-comm-07,20260519-pypsa-de-sec-2-nodes-scaling-comm,2026-05-19 09:07:35.497215,c4-highmem-8,us-central1-a,5bdf255,benchmark-instance-pypsa-de-sec-2-nodes-scaling-comm-07-result.csv
pypsa-de-sec,8-1h,gurobi,12.0.3,2025.0,ok,optimal,1805.921619992,13502.388,81207139140.78223,,,1718.9438378810885,86400.0,benchmark-instance-pypsa-de-sec-2-nodes-scaling-comm-06,20260519-pypsa-de-sec-2-nodes-scaling-comm,2026-05-19 09:08:31.940514,c4-highmem-8,us-central1-a,5bdf255,benchmark-instance-pypsa-de-sec-2-nodes-scaling-comm-06-result.csv
pypsa-de-sec,10-1h,knitro,15.1.0,2025.0,ER,Error,86400.0,202.132,,,,86400.0,86400.0,benchmark-instance-pypsa-de-sec-2-nodes-scaling-comm-05,20260519-pypsa-de-sec-2-nodes-scaling-comm,2026-05-19 10:07:55.501524,c4-highmem-8,us-central1-a,5bdf255,benchmark-instance-pypsa-de-sec-2-nodes-scaling-comm-05-result.csv
pypsa-de-sec,12-1h,knitro,15.1.0,2025.0,ER,Error,86400.0,202.256,,,,86400.0,86400.0,benchmark-instance-pypsa-de-sec-2-nodes-scaling-comm-04,20260519-pypsa-de-sec-2-nodes-scaling-comm,2026-05-20 10:18:45.530086,c4-highmem-8,us-central1-a,5bdf255,benchmark-instance-pypsa-de-sec-2-nodes-scaling-comm-04-result.csv
pypsa-de-sec,14-1h,knitro,15.1.0,2025.0,ER,Error,86400.0,202.316,,,,86400.0,86400.0,benchmark-instance-pypsa-de-sec-2-nodes-scaling-comm-03,20260519-pypsa-de-sec-2-nodes-scaling-comm,2026-05-20 09:12:14.129553,c4-highmem-8,us-central1-a,5bdf255,benchmark-instance-pypsa-de-sec-2-nodes-scaling-comm-03-result.csv
pypsa-de-sec,16-1h,knitro,15.1.0,2025.0,ER,Error,86400.0,202.3,,,,86400.0,86400.0,benchmark-instance-pypsa-de-sec-2-nodes-scaling-comm-02,20260519-pypsa-de-sec-2-nodes-scaling-comm,2026-05-19 11:32:43.551780,c4-highmem-8,us-central1-a,5bdf255,benchmark-instance-pypsa-de-sec-2-nodes-scaling-comm-02-result.csv
pypsa-de-sec,18-1h,knitro,15.1.0,2025.0,ER,Error,86400.0,202.388,,,,86400.0,86400.0,benchmark-instance-pypsa-de-sec-2-nodes-scaling-comm-01,20260519-pypsa-de-sec-2-nodes-scaling-comm,2026-05-19 11:51:06.791248,c4-highmem-8,us-central1-a,5bdf255,benchmark-instance-pypsa-de-sec-2-nodes-scaling-comm-01-result.csv
pypsa-de-sec,2-1h,knitro,15.1.0,2025.0,ER,Error,86400.0,202.472,,,,86400.0,86400.0,benchmark-instance-pypsa-de-sec-2-nodes-scaling-comm-09,20260519-pypsa-de-sec-2-nodes-scaling-comm,2026-05-19 09:18:13.638427,c4-highmem-8,us-central1-a,5bdf255,benchmark-instance-pypsa-de-sec-2-nodes-scaling-comm-09-result.csv
pypsa-de-sec,20-1h,knitro,15.1.0,2025.0,ER,Error,86400.0,202.296,,,,86400.0,86400.0,benchmark-instance-pypsa-de-sec-2-nodes-scaling-comm-00,20260519-pypsa-de-sec-2-nodes-scaling-comm,2026-05-19 12:43:11.625282,c4-highmem-8,us-central1-a,5bdf255,benchmark-instance-pypsa-de-sec-2-nodes-scaling-comm-00-result.csv
pypsa-de-sec,4-1h,knitro,15.1.0,2025.0,ER,Error,86400.0,202.472,,,,86400.0,86400.0,benchmark-instance-pypsa-de-sec-2-nodes-scaling-comm-08,20260519-pypsa-de-sec-2-nodes-scaling-comm,2026-05-20 09:30:52.620828,c4-highmem-8,us-central1-a,5bdf255,benchmark-instance-pypsa-de-sec-2-nodes-scaling-comm-08-result.csv
pypsa-de-sec,6-1h,knitro,15.1.0,2025.0,ER,Error,86400.0,202.356,,,,86400.0,86400.0,benchmark-instance-pypsa-de-sec-2-nodes-scaling-comm-07,20260519-pypsa-de-sec-2-nodes-scaling-comm,2026-05-19 10:39:54.763920,c4-highmem-8,us-central1-a,5bdf255,benchmark-instance-pypsa-de-sec-2-nodes-scaling-comm-07-result.csv
pypsa-de-sec,8-1h,knitro,15.1.0,2025.0,ER,Error,86400.0,201.908,,,,86400.0,86400.0,benchmark-instance-pypsa-de-sec-2-nodes-scaling-comm-06,20260519-pypsa-de-sec-2-nodes-scaling-comm,2026-05-19 09:47:52.813710,c4-highmem-8,us-central1-a,5bdf255,benchmark-instance-pypsa-de-sec-2-nodes-scaling-comm-06-result.csv
pypsa-de-sec,10-1h,mosek,11.1.10,2025.0,ok,optimal,2068.240135631,42764.54,80979047668.74982,,,,86400.0,benchmark-instance-pypsa-de-sec-2-nodes-scaling-comm-05,20260519-pypsa-de-sec-2-nodes-scaling-comm,2026-05-19 10:07:56.226400,c4-highmem-8,us-central1-a,5bdf255,benchmark-instance-pypsa-de-sec-2-nodes-scaling-comm-05-result.csv
pypsa-de-sec,12-1h,mosek,11.1.10,2025.0,ok,optimal,2678.401065715996,51576.784,81317354023.55574,,,,86400.0,benchmark-instance-pypsa-de-sec-2-nodes-scaling-comm-04,20260519-pypsa-de-sec-2-nodes-scaling-comm,2026-05-20 10:18:46.258599,c4-highmem-8,us-central1-a,5bdf255,benchmark-instance-pypsa-de-sec-2-nodes-scaling-comm-04-result.csv
pypsa-de-sec,14-1h,mosek,11.1.10,2025.0,OOM,Out of Memory,,,,,,,86400.0,benchmark-instance-pypsa-de-sec-2-nodes-scaling-comm-03,20260519-pypsa-de-sec-2-nodes-scaling-comm,2026-05-20 09:12:14.769535,c4-highmem-8,us-central1-a,5bdf255,benchmark-instance-pypsa-de-sec-2-nodes-scaling-comm-03-result.csv
pypsa-de-sec,16-1h,mosek,11.1.10,2025.0,OOM,Out of Memory,,,,,,,86400.0,benchmark-instance-pypsa-de-sec-2-nodes-scaling-comm-02,20260519-pypsa-de-sec-2-nodes-scaling-comm,2026-05-19 11:32:44.236533,c4-highmem-8,us-central1-a,5bdf255,benchmark-instance-pypsa-de-sec-2-nodes-scaling-comm-02-result.csv
pypsa-de-sec,18-1h,mosek,11.1.10,2025.0,OOM,Out of Memory,,,,,,,86400.0,benchmark-instance-pypsa-de-sec-2-nodes-scaling-comm-01,20260519-pypsa-de-sec-2-nodes-scaling-comm,2026-05-19 11:51:07.559331,c4-highmem-8,us-central1-a,5bdf255,benchmark-instance-pypsa-de-sec-2-nodes-scaling-comm-01-result.csv
pypsa-de-sec,2-1h,mosek,11.1.10,2025.0,ok,optimal,160.9836342210001,9138.904,81991361997.05534,,,,86400.0,benchmark-instance-pypsa-de-sec-2-nodes-scaling-comm-09,20260519-pypsa-de-sec-2-nodes-scaling-comm,2026-05-19 09:18:14.260741,c4-highmem-8,us-central1-a,5bdf255,benchmark-instance-pypsa-de-sec-2-nodes-scaling-comm-09-result.csv
pypsa-de-sec,20-1h,mosek,11.1.10,2025.0,OOM,Out of Memory,,,,,,,86400.0,benchmark-instance-pypsa-de-sec-2-nodes-scaling-comm-00,20260519-pypsa-de-sec-2-nodes-scaling-comm,2026-05-19 12:43:12.339881,c4-highmem-8,us-central1-a,5bdf255,benchmark-instance-pypsa-de-sec-2-nodes-scaling-comm-00-result.csv
pypsa-de-sec,4-1h,mosek,11.1.10,2025.0,ok,optimal,438.13928924700303,17866.356,81361103217.84616,,,,86400.0,benchmark-instance-pypsa-de-sec-2-nodes-scaling-comm-08,20260519-pypsa-de-sec-2-nodes-scaling-comm,2026-05-20 09:30:53.268249,c4-highmem-8,us-central1-a,5bdf255,benchmark-instance-pypsa-de-sec-2-nodes-scaling-comm-08-result.csv
pypsa-de-sec,6-1h,mosek,11.1.10,2025.0,ok,optimal,945.4233290040002,24702.644,81691414720.69237,,,,86400.0,benchmark-instance-pypsa-de-sec-2-nodes-scaling-comm-07,20260519-pypsa-de-sec-2-nodes-scaling-comm,2026-05-19 10:39:55.451775,c4-highmem-8,us-central1-a,5bdf255,benchmark-instance-pypsa-de-sec-2-nodes-scaling-comm-07-result.csv
pypsa-de-sec,8-1h,mosek,11.1.10,2025.0,ok,optimal,1362.923344621,36381.8,81207138264.10797,,,,86400.0,benchmark-instance-pypsa-de-sec-2-nodes-scaling-comm-06,20260519-pypsa-de-sec-2-nodes-scaling-comm,2026-05-19 09:47:53.567357,c4-highmem-8,us-central1-a,5bdf255,benchmark-instance-pypsa-de-sec-2-nodes-scaling-comm-06-result.csv
pypsa-de-sec,10-1h,xpress,9.8.0,2025.0,ER,,,5516.28,,,,,86400.0,benchmark-instance-pypsa-de-sec-2-nodes-scaling-comm-05,20260519-pypsa-de-sec-2-nodes-scaling-comm,2026-05-19 10:07:49.318348,c4-highmem-8,us-central1-a,5bdf255,benchmark-instance-pypsa-de-sec-2-nodes-scaling-comm-05-result.csv
pypsa-de-sec,12-1h,xpress,9.8.0,2025.0,ER,,,6523.008,,,,,86400.0,benchmark-instance-pypsa-de-sec-2-nodes-scaling-comm-04,20260519-pypsa-de-sec-2-nodes-scaling-comm,2026-05-20 10:18:41.499252,c4-highmem-8,us-central1-a,5bdf255,benchmark-instance-pypsa-de-sec-2-nodes-scaling-comm-04-result.csv
pypsa-de-sec,14-1h,xpress,9.8.0,2025.0,ER,,,7650.204,,,,,86400.0,benchmark-instance-pypsa-de-sec-2-nodes-scaling-comm-03,20260519-pypsa-de-sec-2-nodes-scaling-comm,2026-05-20 09:12:01.529566,c4-highmem-8,us-central1-a,5bdf255,benchmark-instance-pypsa-de-sec-2-nodes-scaling-comm-03-result.csv
pypsa-de-sec,16-1h,xpress,9.8.0,2025.0,ER,,,8675.116,,,,,86400.0,benchmark-instance-pypsa-de-sec-2-nodes-scaling-comm-02,20260519-pypsa-de-sec-2-nodes-scaling-comm,2026-05-19 11:32:26.254455,c4-highmem-8,us-central1-a,5bdf255,benchmark-instance-pypsa-de-sec-2-nodes-scaling-comm-02-result.csv
pypsa-de-sec,18-1h,xpress,9.8.0,2025.0,ER,,,9742.032,,,,,86400.0,benchmark-instance-pypsa-de-sec-2-nodes-scaling-comm-01,20260519-pypsa-de-sec-2-nodes-scaling-comm,2026-05-19 11:50:47.591424,c4-highmem-8,us-central1-a,5bdf255,benchmark-instance-pypsa-de-sec-2-nodes-scaling-comm-01-result.csv
pypsa-de-sec,2-1h,xpress,9.8.0,2025.0,ER,,,1198.028,,,,,86400.0,benchmark-instance-pypsa-de-sec-2-nodes-scaling-comm-09,20260519-pypsa-de-sec-2-nodes-scaling-comm,2026-05-19 09:18:12.492816,c4-highmem-8,us-central1-a,5bdf255,benchmark-instance-pypsa-de-sec-2-nodes-scaling-comm-09-result.csv
pypsa-de-sec,20-1h,xpress,9.8.0,2025.0,ER,,,10672.748,,,,,86400.0,benchmark-instance-pypsa-de-sec-2-nodes-scaling-comm-00,20260519-pypsa-de-sec-2-nodes-scaling-comm,2026-05-19 12:42:48.486868,c4-highmem-8,us-central1-a,5bdf255,benchmark-instance-pypsa-de-sec-2-nodes-scaling-comm-00-result.csv
pypsa-de-sec,4-1h,xpress,9.8.0,2025.0,ER,,,2273.184,,,,,86400.0,benchmark-instance-pypsa-de-sec-2-nodes-scaling-comm-08,20260519-pypsa-de-sec-2-nodes-scaling-comm,2026-05-20 09:30:50.898236,c4-highmem-8,us-central1-a,5bdf255,benchmark-instance-pypsa-de-sec-2-nodes-scaling-comm-08-result.csv
pypsa-de-sec,6-1h,xpress,9.8.0,2025.0,ER,,,3400.596,,,,,86400.0,benchmark-instance-pypsa-de-sec-2-nodes-scaling-comm-07,20260519-pypsa-de-sec-2-nodes-scaling-comm,2026-05-19 10:39:52.423200,c4-highmem-8,us-central1-a,5bdf255,benchmark-instance-pypsa-de-sec-2-nodes-scaling-comm-07-result.csv
pypsa-de-sec,8-1h,xpress,9.8.0,2025.0,ER,,,4431.42,,,,,86400.0,benchmark-instance-pypsa-de-sec-2-nodes-scaling-comm-06,20260519-pypsa-de-sec-2-nodes-scaling-comm,2026-05-19 09:47:48.470811,c4-highmem-8,us-central1-a,5bdf255,benchmark-instance-pypsa-de-sec-2-nodes-scaling-comm-06-result.csv
reference-benchmark,reference,highs-binary,1.10.0,,OK,Optimal,197.69941712799996,,2813303766.2,,,,,benchmark-instance-pypsa-de-sec-2-nodes-scaling-cplex-09,20260526-pypsa-de-sec-2-nodes-scaling-cplex,2026-05-26 18:35:12.613897,c4-highmem-8,us-central1-a,acb819f,
