bench-size,solver-version,Runtime (s),Reported Runtime (s),runtime-difference,runtime-difference-%,Num. variables,Num. constraints,bench-size-category
genx-1_three_zones-no_uc-3-1h,scip-10.0.0,891.9530831680022,891.353682,0.5994011680021458,0.06720097495186826,103506,114590,M
Sienna_modified_RTS_GMLC_DA_sys_NetDC_Horizon12_Day332-73-1h,gurobi-13.0.0,1.551293552009156,1.371981859207153,0.17931169280200288,11.558849875303585,9696,12540,S
Sienna_modified_RTS_GMLC_DA_sys_NetDC_Horizon12_Day332-73-1h,highs-1.12.0,23.912098890010384,23.867517948150635,0.044580941859749146,0.1864367576631822,9696,12540,S
Sienna_modified_RTS_GMLC_DA_sys_NetDC_Horizon12_Day332-73-1h,scip-10.0.0,14.980284214994754,14.916783,0.06350121499475314,0.42389859954186043,9696,12540,S
Sienna_modified_RTS_GMLC_DA_sys_NetCopperPlate_Horizon12_Day332-73-1h,gurobi-13.0.0,1.9905897519929567,1.966108083724976,0.024481668267980705,1.2298701047501086,7380,6048,S
Sienna_modified_RTS_GMLC_DA_sys_NetCopperPlate_Horizon12_Day332-73-1h,highs-1.12.0,16.14904199600278,16.119792222976685,0.029249773026094772,0.18112388978451288,7380,6048,S
Sienna_modified_RTS_GMLC_DA_sys_NetCopperPlate_Horizon12_Day332-73-1h,scip-10.0.0,63.14429511099297,63.106051,0.03824411099297009,0.06056621730553149,7380,6048,S
genx-8_three_zones_w_colocated_VRE_storage_electrolyzers-3-1h,gurobi-10.0.0,793.0518377070002,791.5732378959656,1.4785998110346554,0.186444282798691,257129,302449,M
Sienna_modified_RTS_GMLC_DA_sys_NetDC_Horizon48_Day29-73-1h,gurobi-10.0.0,878.6581304889987,878.165689945221,0.492440543777775,0.05604461242550815,38784,50160,M
SWITCH-hydrogen-3-6ts,gurobi-10.0.0,0.298988949998602,0.0058708190917968,0.29311813090680516,98.03644278766012,733,863,S
SWITCH-hydrogen-3-6ts,highs-1.5.0.dev0,0.0120651840006758,0.003939151763916,0.0081260322367598,67.35108421309315,733,863,S
SWITCH-hydrogen-3-6ts,scip-8.0.3,0.0204061029980948,0.012097,0.0083091029980948,40.718715370938654,733,863,S
OEMOF-house-with-nonconvex-investment-1-365ts,gurobi-10.0.0,1.6668174049991649,1.6492900848388672,0.017527320160297677,1.0515441048149157,1821,2541,S
OEMOF-house-with-nonconvex-investment-1-365ts,highs-1.5.0.dev0,5.455558745001326,5.4366419315338135,0.01891681346751284,0.3467438323314808,1821,2541,S
OEMOF-house-with-nonconvex-investment-1-365ts,scip-8.0.3,5.150730252000358,5.131762,0.018968252000357566,0.3682633543659364,1821,2541,S
Sienna_modified_RTS_GMLC_DA_sys_NetPTDF_Horizon12_Day314-73-1h,gurobi-10.0.0,9.089622303999931,9.015384197235107,0.0742381067648239,0.8167347804116687,8820,10368,S
Sienna_modified_RTS_GMLC_DA_sys_NetPTDF_Horizon12_Day314-73-1h,highs-1.5.0.dev0,48.73904845099969,48.56324005126953,0.17580839973015827,0.3607136481273513,8820,10368,S
Sienna_modified_RTS_GMLC_DA_sys_NetPTDF_Horizon12_Day314-73-1h,scip-8.0.3,158.76254871399942,158.639486,0.12306271399941693,0.07751369261594972,8820,10368,S
pypsa-power+ely+battery-ucgas-mod-1-1h,gurobi-10.0.0,19.00974004300224,18.3170018196106,0.6927382233916397,3.6441225488859157,113889,219009,M
pypsa-power+ely+battery-ucgas-mod-1-1h,highs-1.5.0.dev0,125.1701110799986,124.06081867218018,1.1092924078184296,0.8862278688156309,113889,219009,M
pypsa-power+ely+battery-ucgas-mod-1-1h,scip-8.0.3,230.85836547800136,229.703803,1.1545624780013668,0.5001172366488863,113889,219009,M
Sienna_modified_RTS_GMLC_DA_sys_NetTransport_Horizon12_Day332-73-1h,gurobi-10.0.0,6.092909817001782,5.785482883453369,0.3074269335484132,5.045650481984203,8820,9792,S
Sienna_modified_RTS_GMLC_DA_sys_NetTransport_Horizon12_Day332-73-1h,highs-1.5.0.dev0,24.753240483998525,24.690897703170776,0.062342780827748356,0.25185704824404387,8820,9792,S
Sienna_modified_RTS_GMLC_DA_sys_NetTransport_Horizon12_Day332-73-1h,scip-8.0.3,65.57848001599996,65.497827,0.08065301599995678,0.12298701644240444,8820,9792,S
genx-7_three_zones_w_colocated_VRE_storage-3-24h,gurobi-10.0.0,0.1425356279978586,0.1206810474395752,0.021854580558283404,15.332714259070537,4260,4325,S
genx-7_three_zones_w_colocated_VRE_storage-3-24h,highs-1.5.0.dev0,0.1860808390010788,0.1601746082305908,0.02590623077048801,13.922030290468443,4260,4325,S
genx-7_three_zones_w_colocated_VRE_storage-3-24h,scip-8.0.3,1.0255660520015226,0.999943,0.025623052001522595,2.498430203643729,4260,4325,S
times-etimeseu-france-elec+heat-co2-single_stage-1-64ts,gurobi-10.0.0,0.1649692880018847,0.0625548362731933,0.1024144517286914,62.0809200119245,15404,15451,M
times-etimeseu-france-elec+heat-co2-single_stage-1-64ts,highs-1.5.0.dev0,0.2066760119996615,0.1136763095855712,0.09299970241409031,44.99782123444622,15404,15451,M
times-etimeseu-france-elec+heat-co2-single_stage-1-64ts,scip-8.0.3,0.6902926990005653,0.583994,0.10629869900056532,15.3990762403353,15404,15451,M
times-etimeseu-france-elec+heat-single_stage-1-64ts,gurobi-10.0.0,0.162801706999744,0.0603461265563964,0.1024555804433476,62.93274335477865,15400,15447,M
times-etimeseu-france-elec+heat-single_stage-1-64ts,highs-1.5.0.dev0,0.1816923029982717,0.0906755924224853,0.09101671057578639,50.09387248322356,15400,15447,M
times-etimeseu-france-elec+heat-single_stage-1-64ts,scip-8.0.3,0.7409577770013129,0.6345029999999999,0.106454777001313,14.367185324937129,15400,15447,M
temoa-utopia-1-6ts,gurobi-10.0.0,0.0217602359989541,0.0067989826202392,0.0149612533787149,68.7550143272068,990,1505,S
temoa-utopia-1-6ts,highs-1.5.0.dev0,0.0651383159965917,0.052689790725708,0.0124485252708837,19.110910499336605,990,1505,S
temoa-utopia-1-6ts,scip-8.0.3,0.0278597470023669,0.016346,0.0115137470023669,41.3275361093147,990,1505,S
genx-8_three_zones_w_colocated_VRE_storage_electrolyzers-3-1h,gurobi-11.0.0,860.1579257670019,858.9673309326172,1.190594834384683,0.13841584187264577,257129,302449,M
genx-8_three_zones_w_colocated_VRE_storage_electrolyzers-3-1h,cbc-2.10.11,3013.215939372996,3011.93,1.2859393729963813,0.04267664179633821,257129,302449,M
Sienna_modified_RTS_GMLC_DA_sys_NetDC_Horizon48_Day29-73-1h,gurobi-11.0.0,595.3694209129972,594.9641988277435,0.4052220852536266,0.0680622939337764,38784,50160,M
SWITCH-hydrogen-3-6ts,gurobi-11.0.0,0.2569402680019266,0.0058269500732421,0.2511133179286845,97.73217716376072,733,863,S
SWITCH-hydrogen-3-6ts,highs-1.6.0.dev0,0.0116476339971995,0.0040352344512939,0.007612399545905599,65.35575849769909,733,863,S
SWITCH-hydrogen-3-6ts,scip-8.1.0,0.0205360399995697,0.0124669999999999,0.0080690399995698,39.29209331370057,733,863,S
OEMOF-house-with-nonconvex-investment-1-365ts,gurobi-11.0.0,2.7540003230024013,2.738858938217163,0.015141384785238188,0.5497960424612843,1821,2541,S
OEMOF-house-with-nonconvex-investment-1-365ts,highs-1.6.0.dev0,5.605109998999978,5.586972951889038,0.01813704711094033,0.32358057405075374,1821,2541,S
OEMOF-house-with-nonconvex-investment-1-365ts,scip-8.1.0,5.184015222002927,5.16556,0.018455222002926597,0.35600246551352,1821,2541,S
OEMOF-house-with-nonconvex-investment-1-365ts,cbc-2.10.11,6.155084525998973,6.12,0.035084525998972715,0.5700088414834317,1821,2541,S
Sienna_modified_RTS_GMLC_DA_sys_NetPTDF_Horizon12_Day314-73-1h,gurobi-11.0.0,9.380333436005458,9.313361167907717,0.06697226809774115,0.7139646853135827,8820,10368,S
Sienna_modified_RTS_GMLC_DA_sys_NetPTDF_Horizon12_Day314-73-1h,highs-1.6.0.dev0,48.04801837999548,47.93781042098999,0.11020795900549274,0.22937045630871886,8820,10368,S
Sienna_modified_RTS_GMLC_DA_sys_NetPTDF_Horizon12_Day314-73-1h,scip-8.1.0,158.32267280000087,158.220968,0.10170480000087423,0.06423893571412323,8820,10368,S
Sienna_modified_RTS_GMLC_DA_sys_NetPTDF_Horizon12_Day314-73-1h,cbc-2.10.11,2337.5832009040023,2337.48,0.10320090400227855,0.0044148547937189215,8820,10368,S
pypsa-power+ely+battery-ucgas-mod-1-1h,gurobi-11.0.0,19.06600456700108,18.230149030685425,0.8358555363156555,4.384009944916993,113889,219009,M
pypsa-power+ely+battery-ucgas-mod-1-1h,highs-1.6.0.dev0,123.77121757500572,122.8607132434845,0.9105043315212242,0.7356349475753166,113889,219009,M
pypsa-power+ely+battery-ucgas-mod-1-1h,scip-8.1.0,232.6820683249971,231.670909,1.0111593249970952,0.43456693172624083,113889,219009,M
pypsa-power+ely+battery-ucgas-mod-1-1h,cbc-2.10.11,123.46942594899885,122.58,0.8894259489988485,0.7203612895764503,113889,219009,M
Sienna_modified_RTS_GMLC_DA_sys_NetTransport_Horizon12_Day332-73-1h,gurobi-11.0.0,6.541551109003194,6.265594005584717,0.27595710341847735,4.218527056047535,8820,9792,S
Sienna_modified_RTS_GMLC_DA_sys_NetTransport_Horizon12_Day332-73-1h,highs-1.6.0.dev0,23.85888399900432,23.81954789161682,0.03933610738749849,0.16486985472220772,8820,9792,S
Sienna_modified_RTS_GMLC_DA_sys_NetTransport_Horizon12_Day332-73-1h,scip-8.1.0,65.68316771900572,65.625754,0.057413719005722896,0.08741009454863727,8820,9792,S
Sienna_modified_RTS_GMLC_DA_sys_NetTransport_Horizon12_Day332-73-1h,cbc-2.10.11,65.28585350300273,65.22,0.06585350300272808,0.10086948315640729,8820,9792,S
genx-7_three_zones_w_colocated_VRE_storage-3-24h,gurobi-11.0.0,0.1474947910028277,0.1295030117034912,0.017991779299336486,12.19824725809575,4260,4325,S
genx-7_three_zones_w_colocated_VRE_storage-3-24h,highs-1.6.0.dev0,0.1753799470025114,0.1582145690917968,0.017165377910714597,9.787537403274955,4260,4325,S
genx-7_three_zones_w_colocated_VRE_storage-3-24h,scip-8.1.0,1.0266127809954924,0.999904,0.026708780995492343,2.6016411922704883,4260,4325,S
genx-7_three_zones_w_colocated_VRE_storage-3-24h,cbc-2.10.11,1.3530062019999605,1.32,0.033006201999960405,2.4394715967430107,4260,4325,S
times-etimeseu-france-elec+heat-co2-single_stage-1-64ts,gurobi-11.0.0,0.1446595239976886,0.0630950927734375,0.08156443122425111,56.38372709255863,15404,15451,M
times-etimeseu-france-elec+heat-co2-single_stage-1-64ts,highs-1.6.0.dev0,0.1765080600016517,0.112231969833374,0.0642760901682777,36.415385318764606,15404,15451,M
times-etimeseu-france-elec+heat-co2-single_stage-1-64ts,scip-8.1.0,0.6777498109950102,0.587815,0.08993481099501022,13.269618011840706,15404,15451,M
times-etimeseu-france-elec+heat-single_stage-1-64ts,gurobi-11.0.0,0.1426928229993791,0.0618560314178466,0.08083679158153251,56.650916200518544,15400,15447,M
times-etimeseu-france-elec+heat-single_stage-1-64ts,highs-1.6.0.dev0,0.1515388889965834,0.0885853767395019,0.06295351225708151,41.54280968662827,15400,15447,M
times-etimeseu-france-elec+heat-single_stage-1-64ts,scip-8.1.0,0.743365440001071,0.652982,0.09038344000107101,12.158682007188927,15400,15447,M
temoa-utopia-1-6ts,gurobi-11.0.0,0.0194546679995255,0.0067780017852783,0.0126766662142472,65.16002336589031,990,1505,S
temoa-utopia-1-6ts,highs-1.6.0.dev0,0.0614055260011809,0.049567699432373,0.0118378265688079,19.27811280141179,990,1505,S
temoa-utopia-1-6ts,scip-8.1.0,0.028143588999228,0.0168159999999999,0.011327588999228099,40.24926955669664,990,1505,S
genx-8_three_zones_w_colocated_VRE_storage_electrolyzers-3-1h,gurobi-12.0.0,1052.833605709995,1051.655599117279,1.178006592715974,0.11188915193503597,257129,302449,M
genx-8_three_zones_w_colocated_VRE_storage_electrolyzers-3-1h,cbc-2.10.12,2936.6689725130127,2933.51,3.158972513012486,0.10756992165546124,257129,302449,M
Sienna_modified_RTS_GMLC_DA_sys_NetDC_Horizon48_Day29-73-1h,gurobi-12.0.0,734.1015359799931,733.6514768600464,0.4500591199466726,0.061307475585902924,38784,50160,M
SWITCH-hydrogen-3-6ts,gurobi-12.0.0,0.2637986689951503,0.0045020580291748,0.2592966109659755,98.29337348580118,733,863,S
SWITCH-hydrogen-3-6ts,highs-1.9.0,0.01253931800602,0.0041139125823974,0.0084254054236226,67.19189528152685,733,863,S
SWITCH-hydrogen-3-6ts,scip-9.2.0,0.0203584369883174,0.0121479999999999,0.0082104369883175,40.329407375571236,733,863,S
OEMOF-house-with-nonconvex-investment-1-365ts,gurobi-12.0.0,2.354008466994856,2.339116096496582,0.014892370498273966,0.6326387821911988,1821,2541,S
OEMOF-house-with-nonconvex-investment-1-365ts,highs-1.9.0,5.499462592997588,5.480053186416626,0.01940940658096224,0.35293278666311956,1821,2541,S
OEMOF-house-with-nonconvex-investment-1-365ts,scip-9.2.0,5.140540329011856,5.122141,0.018399329011855592,0.3579259734237396,1821,2541,S
OEMOF-house-with-nonconvex-investment-1-365ts,cbc-2.10.12,6.164802753992262,6.11,0.05480275399226198,0.8889620021787767,1821,2541,S
Sienna_modified_RTS_GMLC_DA_sys_NetPTDF_Horizon12_Day314-73-1h,gurobi-12.0.0,6.703529680991778,6.637184858322144,0.06634482266963371,0.989699842125829,8820,10368,S
Sienna_modified_RTS_GMLC_DA_sys_NetPTDF_Horizon12_Day314-73-1h,highs-1.9.0,54.49151600900223,54.300814390182495,0.19070161881973746,0.3499657061995352,8820,10368,S
Sienna_modified_RTS_GMLC_DA_sys_NetPTDF_Horizon12_Day314-73-1h,scip-9.2.0,157.80277926000417,157.700594,0.10218526000417683,0.06475504454570537,8820,10368,S
Sienna_modified_RTS_GMLC_DA_sys_NetPTDF_Horizon12_Day314-73-1h,cbc-2.10.12,2337.8072099220008,2337.53,0.2772099220005657,0.011857689582958152,8820,10368,S
pypsa-power+ely+battery-ucgas-mod-1-1h,gurobi-12.0.0,15.737964549989556,14.872719049453735,0.8652455005358206,5.497823417936183,113889,219009,M
pypsa-power+ely+battery-ucgas-mod-1-1h,highs-1.9.0,127.46764785599952,126.30761694908142,1.1600309069180952,0.9100590827788589,113889,219009,M
pypsa-power+ely+battery-ucgas-mod-1-1h,scip-9.2.0,231.26080952100165,230.250107,1.0107025210016332,0.43704012067373116,113889,219009,M
pypsa-power+ely+battery-ucgas-mod-1-1h,cbc-2.10.12,124.34880194700963,122.44,1.9088019470096356,1.535038470111725,113889,219009,M
Sienna_modified_RTS_GMLC_DA_sys_NetTransport_Horizon12_Day332-73-1h,gurobi-12.0.0,4.327099963993533,4.045547008514404,0.2815529554791283,6.50673563869506,8820,9792,S
Sienna_modified_RTS_GMLC_DA_sys_NetTransport_Horizon12_Day332-73-1h,highs-1.9.0,35.89953843399417,35.83086895942688,0.06866947456728667,0.1912823327618659,8820,9792,S
Sienna_modified_RTS_GMLC_DA_sys_NetTransport_Horizon12_Day332-73-1h,scip-9.2.0,65.64776786000584,65.58912,0.05864786000584843,0.08933717309462105,8820,9792,S
Sienna_modified_RTS_GMLC_DA_sys_NetTransport_Horizon12_Day332-73-1h,cbc-2.10.12,65.35096005800006,65.22,0.13096005800005628,0.20039500243581285,8820,9792,S
genx-7_three_zones_w_colocated_VRE_storage-3-24h,gurobi-12.0.0,0.1496892099967226,0.1316721439361572,0.018017066060565412,12.03631581792695,4260,4325,S
genx-7_three_zones_w_colocated_VRE_storage-3-24h,highs-1.9.0,0.1751874059991678,0.1462733745574951,0.028914031441672705,16.504629015290092,4260,4325,S
genx-7_three_zones_w_colocated_VRE_storage-3-24h,scip-9.2.0,1.0342710800032364,1.007276,0.02699508000323636,2.6100584774304902,4260,4325,S
genx-7_three_zones_w_colocated_VRE_storage-3-24h,cbc-2.10.12,1.379283554997528,1.32,0.05928355499752791,4.298141218513561,4260,4325,S
times-etimeseu-france-elec+heat-co2-single_stage-1-64ts,gurobi-12.0.0,0.152720854996005,0.0701038837432861,0.08261697125271888,54.09671865370322,15404,15451,M
times-etimeseu-france-elec+heat-co2-single_stage-1-64ts,highs-1.9.0,0.2264371050114277,0.1192188262939453,0.1072182787174824,47.350136680148495,15404,15451,M
times-etimeseu-france-elec+heat-co2-single_stage-1-64ts,scip-9.2.0,0.67259023799852,0.581409,0.09118123799852007,13.55672932004712,15404,15451,M
times-etimeseu-france-elec+heat-single_stage-1-64ts,gurobi-12.0.0,0.1398179009993327,0.0586280822753906,0.0811898187239421,58.06825745748364,15400,15447,M
times-etimeseu-france-elec+heat-single_stage-1-64ts,highs-1.9.0,0.198570186010329,0.0945169925689697,0.1040531934413593,52.40121668413342,15400,15447,M
times-etimeseu-france-elec+heat-single_stage-1-64ts,scip-9.2.0,0.7250064560066676,0.6358809999999999,0.08912545600666766,12.2930568780822,15400,15447,M
temoa-utopia-1-6ts,gurobi-12.0.0,0.0191041739890351,0.0061898231506347,0.0129143508384004,67.59962951453767,990,1505,S
temoa-utopia-1-6ts,highs-1.9.0,0.0192319409979973,0.006072998046875,0.013158942951122299,68.42233424329137,990,1505,S
temoa-utopia-1-6ts,scip-9.2.0,0.0275496980029856,0.016305,0.011244698002985599,40.816048153293714,990,1505,S
genx-8_three_zones_w_colocated_VRE_storage_electrolyzers-3-1h,gurobi-13.0.0,828.6305438209965,827.4271140098572,1.2034298111393582,0.14523116726907992,257129,302449,M
Sienna_modified_RTS_GMLC_DA_sys_NetDC_Horizon48_Day29-73-1h,gurobi-13.0.0,803.9758010819933,803.5138700008392,0.4619310811540345,0.05745584388639137,38784,50160,M
SWITCH-hydrogen-3-6ts,gurobi-13.0.0,0.2874819209973793,0.0043120384216308,0.2831698825757485,98.50006622793155,733,863,S
SWITCH-hydrogen-3-6ts,highs-hipo-1.12.0-hipo,0.1128127109986962,0.1128127109986962,0.0,0.0,733,863,S
SWITCH-hydrogen-3-6ts,highs-ipx-1.12.0-hipo,0.0279823640012182,0.0279823640012182,0.0,0.0,733,863,S
SWITCH-hydrogen-3-6ts,highs-1.12.0,0.0126739179977448,0.0045568943023681,0.0081170236953767,64.04510189209876,733,863,S
SWITCH-hydrogen-3-6ts,scip-10.0.0,0.0213398439955199,0.0123749999999999,0.00896484399552,42.00988534593826,733,863,S
OEMOF-house-with-nonconvex-investment-1-365ts,gurobi-13.0.0,2.4254079060046934,2.4099109172821045,0.015496988722588867,0.63894360549507,1821,2541,S
OEMOF-house-with-nonconvex-investment-1-365ts,highs-1.12.0,1.2238075860077515,1.2064313888549805,0.017376197152771056,1.4198471517450617,1821,2541,S
OEMOF-house-with-nonconvex-investment-1-365ts,scip-10.0.0,5.156029609002871,5.13541,0.020619609002871186,0.3999125405887424,1821,2541,S
Sienna_modified_RTS_GMLC_DA_sys_NetPTDF_Horizon12_Day314-73-1h,gurobi-13.0.0,6.062845385997207,5.995406150817871,0.06743923517933581,1.1123363847459145,8820,10368,S
Sienna_modified_RTS_GMLC_DA_sys_NetPTDF_Horizon12_Day314-73-1h,highs-1.12.0,54.43366038399108,54.314897537231445,0.11876284675963689,0.21817905671205787,8820,10368,S
Sienna_modified_RTS_GMLC_DA_sys_NetPTDF_Horizon12_Day314-73-1h,scip-10.0.0,158.12900820100913,158.025458,0.10355020100914203,0.06548463320373954,8820,10368,S
pypsa-power+ely+battery-ucgas-mod-1-1h,gurobi-13.0.0,15.37302409899712,14.778608083724976,0.5944160152721452,3.866617338555546,113889,219009,M
pypsa-power+ely+battery-ucgas-mod-1-1h,highs-1.12.0,111.69929526800117,110.75614786148073,0.9431474065204384,0.8443628979552074,113889,219009,M
pypsa-power+ely+battery-ucgas-mod-1-1h,scip-10.0.0,230.6230731709948,229.573018,1.0500551709947956,0.45531227927755313,113889,219009,M
Sienna_modified_RTS_GMLC_DA_sys_NetTransport_Horizon12_Day332-73-1h,gurobi-13.0.0,4.948205318010878,4.6787049770355225,0.26950034097535536,5.446426000036948,8820,9792,S
Sienna_modified_RTS_GMLC_DA_sys_NetTransport_Horizon12_Day332-73-1h,highs-1.12.0,19.474143458995968,19.43067693710327,0.04346652189269662,0.22320120001281754,8820,9792,S
Sienna_modified_RTS_GMLC_DA_sys_NetTransport_Horizon12_Day332-73-1h,scip-10.0.0,66.17240519500047,66.111504,0.06090119500046853,0.09203412634163978,8820,9792,S
genx-7_three_zones_w_colocated_VRE_storage-3-24h,gurobi-13.0.0,0.1478097810031613,0.1296870708465576,0.018122710156603716,12.260832830958671,4260,4325,S
genx-7_three_zones_w_colocated_VRE_storage-3-24h,highs-hipo-1.12.0-hipo,0.2664480090024881,0.2664480090024881,0.0,0.0,4260,4325,S
genx-7_three_zones_w_colocated_VRE_storage-3-24h,highs-ipx-1.12.0-hipo,0.2715754179953364,0.2715754179953364,0.0,0.0,4260,4325,S
genx-7_three_zones_w_colocated_VRE_storage-3-24h,highs-1.12.0,0.2436668290029047,0.2242586612701416,0.019408167732763104,7.965043010647848,4260,4325,S
genx-7_three_zones_w_colocated_VRE_storage-3-24h,scip-10.0.0,1.0322816670086468,1.002509,0.02977266700864667,2.8841611703637167,4260,4325,S
times-etimeseu-france-elec+heat-co2-single_stage-1-64ts,gurobi-13.0.0,0.1599219350027851,0.0776979923248291,0.08222394267795599,51.41504989701634,15404,15451,M
times-etimeseu-france-elec+heat-co2-single_stage-1-64ts,highs-hipo-1.12.0-hipo,0.9158804149919888,0.9158804149919888,0.0,0.0,15404,15451,M
times-etimeseu-france-elec+heat-co2-single_stage-1-64ts,highs-ipx-1.12.0-hipo,0.3172122239921009,0.3172122239921009,0.0,0.0,15404,15451,M
times-etimeseu-france-elec+heat-co2-single_stage-1-64ts,highs-1.12.0,0.1988990640093106,0.1240260601043701,0.07487300390494049,37.64371857548593,15404,15451,M
times-etimeseu-france-elec+heat-co2-single_stage-1-64ts,scip-10.0.0,0.6915723779966356,0.593196,0.09837637799663568,14.22502996455915,15404,15451,M
times-etimeseu-france-elec+heat-single_stage-1-64ts,gurobi-13.0.0,0.1422806420014239,0.059687852859497,0.0825927891419269,58.0492103353739,15400,15447,M
times-etimeseu-france-elec+heat-single_stage-1-64ts,highs-hipo-1.12.0-hipo,0.8304058630019426,0.8304058630019426,0.0,0.0,15400,15447,M
times-etimeseu-france-elec+heat-single_stage-1-64ts,highs-ipx-1.12.0-hipo,0.259298838005634,0.259298838005634,0.0,0.0,15400,15447,M
times-etimeseu-france-elec+heat-single_stage-1-64ts,highs-1.12.0,0.172925656006555,0.1013436317443847,0.0715820242621703,41.39468134182292,15400,15447,M
times-etimeseu-france-elec+heat-single_stage-1-64ts,scip-10.0.0,0.7398963470041053,0.642762,0.09713434700410539,13.12810198312365,15400,15447,M
temoa-utopia-1-6ts,gurobi-13.0.0,0.019326000008732,0.0062432289123535,0.0130827710963785,67.69518312360218,990,1505,S
temoa-utopia-1-6ts,highs-1.12.0,0.020041352006956,0.0073788166046142,0.012662535402341801,63.182041800108394,990,1505,S
temoa-utopia-1-6ts,scip-10.0.0,0.0295759909931803,0.0169,0.0126759909931803,42.85905752440606,990,1505,S
genx-10_IEEE_9_bus_DC_OPF-9-1h,gurobi-10.0.0,45.21040815100059,41.483410120010376,3.7269980309902166,8.24367260419818,639483,1235166,M
genx-10_IEEE_9_bus_DC_OPF-9-1h,scip-8.0.3,2416.6902964559995,2408.835828,7.8544684559992675,0.32500930994416616,639483,1235166,M
SWITCH-rps-simple-3-6ts,gurobi-10.0.0,0.1603048730030423,0.0049619674682617,0.1553429055347806,96.90466835143089,618,777,S
SWITCH-rps-simple-3-6ts,highs-1.5.0.dev0,0.0097770159991341,0.0031895637512207,0.0065874522479134005,67.37691999784819,618,777,S
SWITCH-rps-simple-3-6ts,scip-8.0.3,0.0197045460008666,0.011368,0.008336546000866599,42.30772939655631,618,777,S
OEMOF-offset-diesel-genset-nonconvex-investment-1-8760ts,gurobi-10.0.0,61.09613705899392,61.07941603660584,0.016721022388075824,0.027368379071053453,1680,2153,S
OEMOF-offset-diesel-genset-nonconvex-investment-1-8760ts,highs-1.5.0.dev0,541.1492963530036,541.1325507164001,0.016745636603445746,0.0030944577986704433,1680,2153,S
OEMOF-offset-diesel-genset-nonconvex-investment-1-8760ts,scip-8.0.3,383.9262475060023,383.909586,0.016661506002321858,0.00433976736692413,1680,2153,S
Sienna_modified_RTS_GMLC_DA_sys_NetPTDF_Horizon24_Day29-73-1h,gurobi-10.0.0,53.12678073799907,52.83984518051148,0.28693555748758826,0.5400958866727583,17640,20736,M
Sienna_modified_RTS_GMLC_DA_sys_NetPTDF_Horizon24_Day29-73-1h,highs-1.5.0.dev0,381.73856493600033,381.37037467956543,0.3681902564349002,0.09645089342666453,17640,20736,M
Sienna_modified_RTS_GMLC_DA_sys_NetPTDF_Horizon24_Day29-73-1h,scip-8.0.3,734.8496810889992,734.621999,0.22768208899924502,0.03098349157093394,17640,20736,M
genx-2_three_zones_w_electrolyzer-no_uc-3-1h,gurobi-10.0.0,131.5209071520003,123.78925704956056,7.73165010243973,5.878647182310086,153413,175579,M
genx-2_three_zones_w_electrolyzer-no_uc-3-1h,highs-1.5.0.dev0,145.28865102800046,143.98191475868225,1.3067362693182076,0.8994069805675113,153413,175579,M
genx-2_three_zones_w_electrolyzer-no_uc-3-1h,scip-8.0.3,242.3670187520038,241.2271,1.13991875200378,0.4703275049028739,153413,175579,M
genx-10_IEEE_9_bus_DC_OPF-9-1h,gurobi-11.0.0,27.875404286001867,24.88855004310608,2.986854242895788,10.715016766216698,639483,1235166,M
genx-10_IEEE_9_bus_DC_OPF-9-1h,scip-8.1.0,2386.106619168997,2379.608765,6.497854168997037,0.2723203614120155,639483,1235166,M
SWITCH-rps-simple-3-6ts,gurobi-11.0.0,0.2477234389953082,0.0434558391571044,0.20426759983820378,82.45792189332256,618,777,S
SWITCH-rps-simple-3-6ts,highs-1.6.0.dev0,0.0207471090034232,0.0134744644165039,0.0072726445869193,35.05377344727566,618,777,S
SWITCH-rps-simple-3-6ts,scip-8.1.0,0.0190218400020967,0.0112299999999999,0.0077918400020968,40.96259878769844,618,777,S
SWITCH-rps-simple-3-6ts,cbc-2.10.11,0.0843548939956235,0.03,0.0543548939956235,64.43596977128979,618,777,S
OEMOF-offset-diesel-genset-nonconvex-investment-1-8760ts,gurobi-11.0.0,64.68455065699527,64.667729139328,0.01682151766726747,0.026005464204996095,1680,2153,S
OEMOF-offset-diesel-genset-nonconvex-investment-1-8760ts,highs-1.6.0.dev0,549.3815304210002,549.3663609027863,0.01516951821395196,0.002761199161960779,1680,2153,S
OEMOF-offset-diesel-genset-nonconvex-investment-1-8760ts,scip-8.1.0,384.3680740459968,384.352054,0.01602004599681095,0.0041678919448689304,1680,2153,S
Sienna_modified_RTS_GMLC_DA_sys_NetPTDF_Horizon24_Day29-73-1h,gurobi-11.0.0,48.97322107899527,48.56974792480469,0.4034731541905856,0.8238648496078527,17640,20736,M
Sienna_modified_RTS_GMLC_DA_sys_NetPTDF_Horizon24_Day29-73-1h,highs-1.6.0.dev0,372.7516721790016,372.5222368240357,0.22943535496591494,0.06155179764176517,17640,20736,M
Sienna_modified_RTS_GMLC_DA_sys_NetPTDF_Horizon24_Day29-73-1h,scip-8.1.0,733.7014228820044,733.500131,0.20129188200439785,0.027435122207302858,17640,20736,M
Sienna_modified_RTS_GMLC_DA_sys_NetPTDF_Horizon24_Day29-73-1h,cbc-2.10.11,906.9759035379976,906.78,0.19590353799765126,0.021599640876175042,17640,20736,M
genx-2_three_zones_w_electrolyzer-no_uc-3-1h,gurobi-11.0.0,128.8858295030077,127.52399921417236,1.3618302888353355,1.0566175459991556,153413,175579,M
